row.names.df_params.	ModePrior_1	MAP_1	MaxL_1	MeanPost_1	VarPost_1	CVPost_1	MinPost_1	MaxPost_1	ModePrior_2	MAP_2	MaxL_2	MeanPost_2	VarPost_2	CVPost_2	MinPost_2	MaxPost_2	ModePrior_3	MAP_3	MaxL_3	MeanPost_3	VarPost_3	CVPost_3	MinPost_3	MaxPost_3	ModePrior_4	MAP_4	MaxL_4	MeanPost_4	VarPost_4	CVPost_4	MinPost_4	MaxPost_4	ModePrior_5	MAP_5	MaxL_5	MeanPost_5	VarPost_5	CVPost_5	MinPost_5	MaxPost_5	ModePrior_6	MAP_6	MaxL_6	MeanPost_6	VarPost_6	CVPost_6	MinPost_6	MaxPost_6	ModePrior_7	MAP_7	MaxL_7	MeanPost_7	VarPost_7	CVPost_7	MinPost_7	MaxPost_7	ModePrior_8	MAP_8	MaxL_8	MeanPost_8	VarPost_8	CVPost_8	MinPost_8	MaxPost_8	ModePrior_9	MAP_9	MaxL_9	MeanPost_9	VarPost_9	CVPost_9	MinPost_9	MaxPost_9
FRTILGG1I	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAYLG1G2	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965	0.55	0.5925	0.5931	0.5466	0.0008837	0.05439	0.5006	0.5965
RGRTG1G2	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485	0.6	0.3739	0.3531	0.469	0.01851	0.2901	0.06242	0.8485
RDRTMIN	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641	0.01	0.00108	0.0005936	0.006353	8.523e-06	0.4595	1.835e-05	0.01641
TVERN	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787	4	6.06	6.1	5.464	0.2782	0.09655	3.3	6.787
TVERND	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6	21	19.6	19.66	19.57	2.359	0.07849	15.2	26.6
AGEH	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8	932.8	932.8	932.8	932.8	0	0	932.8	932.8
KAGE	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458	0.0458	0.0458	0.0458	0.0458	0	0	0.0458	0.0458
RDRROOT	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097	0.003	0.005232	0.005055	0.003947	2.242e-06	0.3794	0.001083	0.0097
DAYLGEA	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695	0.5	0.5097	0.5121	0.4543	0.0006282	0.05517	0.4028	0.5695
DAYLRV	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975	0.55	0.5521	0.5531	0.5635	0.0001773	0.02363	0.4656	0.5975
FCOCRESMN	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261	0.1	0.5383	0.5491	0.4227	0.04486	0.5011	0.1005	0.8261
KCRT	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74	10	18.34	19.3	29.42	102.2	0.3436	5.934	68.74
>>>>>>> 25c54c00dd351244dc1a5d22735b73fda6becad6
VERNDI	30	30	30	30	0	0	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	0	30	30	30	30	30	30	0	0	30	30
PERSDRT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PERSDTIL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PERSRES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
<<<<<<< HEAD
RDRTILMIN	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654	0.00074	0.001151	0.001079	0.0008062	8.987e-08	0.3719	0.0001609	0.001654
RDRHARVMAX	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074	0.05	0.06034	0.05979	0.04972	0.0002003	0.2846	0.01522	0.08074
FGRESSI	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924	0.5	0.3108	0.3107	0.4181	0.01067	0.247	0.2586	0.6924
BD	1.2	1.088	1.072	1.143	0.003216	0.0496	1.02	1.382	1.2	1.088	1.072	1.143	0.003216	0.0496	1.02	1.382	1.2	1.088	1.072	1.143	0.003216	0.0496	1.02	1.382	1.2	1.318	1.304	1.328	0.002909	0.04062	1.036	1.444	1.2	1.318	1.304	1.328	0.002909	0.04062	1.036	1.444	1.2	1.318	1.304	1.328	0.002909	0.04062	1.036	1.444	1.2	1.261	1.254	1.225	0.003981	0.0515	0.9112	1.363	1.2	1.261	1.254	1.225	0.003981	0.0515	0.9112	1.363	1.2	1.261	1.254	1.225	0.003981	0.0515	0.9112	1.363
HARVFRD	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901	0.2	0.2553	0.2596	0.2238	0.000703	0.1185	0.1493	0.2901
EBIOMAX	131	145	147.4	146.7	359	0.1292	107.1	188.8	131	145	147.4	146.7	359	0.1292	107.1	188.8	131	145	147.4	146.7	359	0.1292	107.1	188.8	131	108.3	103.2	147.1	340.7	0.1255	101.5	194	131	108.3	103.2	147.1	340.7	0.1255	101.5	194	131	108.3	103.2	147.1	340.7	0.1255	101.5	194	131	141.6	140.7	154.4	224.9	0.09709	108.2	190	131	141.6	140.7	154.4	224.9	0.09709	108.2	190	131	141.6	140.7	154.4	224.9	0.09709	108.2	190
=======
RDRTILMIN	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887	0.00074	0.0005232	0.0005253	0.0009109	2.174e-07	0.5119	0.00012	0.001887
RDRHARVMAX	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477	0.05	0.05317	0.05227	0.05617	0.0002331	0.2718	0.01584	0.09477
FGRESSI	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282	0.5	0.3225	0.3	0.3864	0.007294	0.221	0.2516	0.6282
BD	1.2	1.136	1.137	1.133	0.002614	0.04513	0.9933	1.457	1.2	1.136	1.137	1.133	0.002614	0.04513	0.9933	1.457	1.2	1.136	1.137	1.133	0.002614	0.04513	0.9933	1.457	1.2	1.307	1.305	1.327	0.001642	0.03053	1.006	1.448	1.2	1.307	1.305	1.327	0.001642	0.03053	1.006	1.448	1.2	1.307	1.305	1.327	0.001642	0.03053	1.006	1.448	1.2	1.195	1.196	1.227	0.002128	0.03759	0.9591	1.353	1.2	1.195	1.196	1.227	0.002128	0.03759	0.9591	1.353	1.2	1.195	1.196	1.227	0.002128	0.03759	0.9591	1.353
HARVFRD	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873	0.2	0.2041	0.2051	0.2184	0.001128	0.1538	0.1074	0.2873
EBIOMAX	131	128.7	128.9	131.1	254.3	0.1217	100.9	183.6	131	128.7	128.9	131.1	254.3	0.1217	100.9	183.6	131	128.7	128.9	131.1	254.3	0.1217	100.9	183.6	131	137.1	139.5	132.5	223.8	0.1129	102.2	177.7	131	137.1	139.5	132.5	223.8	0.1129	102.2	177.7	131	137.1	139.5	132.5	223.8	0.1129	102.2	177.7	131	118.9	117.1	137.7	203.5	0.1036	101.8	186.7	131	118.9	117.1	137.7	203.5	0.1036	101.8	186.7	131	118.9	117.1	137.7	203.5	0.1036	101.8	186.7
>>>>>>> 25c54c00dd351244dc1a5d22735b73fda6becad6
